,review,rating,sbjText,actText,actVerbNeg,objText,locText,sbjSentType,objSentType,objSentFromSbjType,locSentType,sbjSentScore,objSentScore,objSentFromSbjScore,actVerbText,locSentScore,actLemma,actVerbTense,foundKeyword,aggKeyword,count
781,86218,bad,the food,was,0.0,awful,,neutral,negative,neutral,neutral,0.0,-0.765179,0.0,be,0.0,be,past,food,food,1
784,86218,bad,their own shipsprevious reviews,were,0.0,accurate,,neutral,positive,neutral,neutral,0.0,0.453606,0.0,be,0.0,be,past,ship,ship,1
793,86218,bad,shipboard activities as a consequence,were,0.0,paltry,,neutral,negative,neutral,neutral,0.0,-0.388153,0.0,be,0.0,be,past,board,ship,1
795,86218,bad,they,run,0.0,of entertainment content,,neutral,positive,neutral,neutral,0.0,0.526886,0.0,run,0.0,run,past,entertainment,entertainment,1
796,86218,bad,food service,forget,0.0,having a midnight buffet,,neutral,positive,negative,neutral,0.0,0.668455,-0.485723,Forget,0.0,Forget,present,buffet,food,1
797,86218,bad,food service,forget having,0.0,a midnight buffet,,neutral,positive,negative,neutral,0.0,0.722156,-0.565871,have,0.0,Forget have,present,buffet,food,1
798,86218,bad,food service,ends,0.0,,at dinner,neutral,neutral,neutral,positive,0.0,0.0,0.0,end,0.413213,end,present,food,food,1
800,86218,bad,i,hate,0.0,finding on my bill a charitable contribution i didn't agree to make,,neutral,neutral,negative,neutral,0.0,0.0,-0.810031,hate,0.0,hate,present,table,dining,1
801,86218,bad,i,hate finding,0.0,a charitable contribution i didn't agree to make,on my bill,neutral,neutral,negative,neutral,0.0,0.0,-0.854807,find,0.0,hate find,present,table,dining,1
802,86218,bad,i,didn't agree to make,0.0,a charitable contribution,,neutral,positive,negative,neutral,0.0,0.767024,-0.588522,make,0.0,don't agree to make,past,table,dining,1
807,86218,bad,you,will wait,0.0,to get one of the ship's,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,wait,0.0,will wait,future,ship,ship,1
808,86218,bad,you,to get,0.0,one of the ship's,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,get,0.0,to get,future,ship,ship,1
809,86218,bad,i,waste,1.0,my cruise vacation time,,neutral,neutral,negative,neutral,0.0,0.0,-0.792961,waste,0.0,waste,future,time,time,1
814,224339,good,70 % of the passengers,were,0.0,probably germans,,neutral,negative,neutral,neutral,0.0,-0.219917,0.0,be,0.0,be,past,passengers,people,1
815,224339,good,they,relaxed,0.0,people,,neutral,neutral,positive,neutral,0.0,0.0,0.569408,relax,0.0,relax,past,people,people,1
817,224339,good,we,found,0.0,the food,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,find,0.0,find,past,food,food,1
818,224339,good,the food at the buffet,be,0.0,varied and of excellent quality,,neutral,positive,neutral,neutral,0.0,0.856171,0.0,be,0.0,be,future,buffet,food,1
819,224339,good,the food at the buffet,to be varied,0.0,,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,vary,0.0,to be vary,past,buffet,food,1
820,224339,good,the dining room experience,was,0.0,ok,,positive,neutral,neutral,neutral,0.562016,0.0,0.0,be,0.0,be,past,dining room,dining,1
822,224339,good,the mood on the ship,was,0.0,great,,positive,positive,neutral,neutral,0.373549,0.604214,0.0,be,0.0,be,past,ship,ship,1
823,224339,good,my wife and kids,had,0.0,a great time,,neutral,positive,neutral,neutral,0.0,0.777551,0.0,have,0.0,have,past,time,time,1
845,253952,good,the port,cope,1.0,with that number of people,,neutral,neutral,negative,neutral,0.0,0.0,-0.775509,cope,0.0,cope,future,people,people,1
849,253952,good,the ship,was,0.0,very nice and stylish,,neutral,positive,neutral,neutral,0.0,0.85295,0.0,be,0.0,be,past,ship,ship,1
850,253952,good,the ship,being,0.0,over garish or too glitzy,,neutral,negative,neutral,neutral,0.0,-0.763661,0.0,be,0.0,be,present,ship,ship,1
851,253952,good,the ship,is,0.0,that possible,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,present,ship,ship,1
856,253952,good,dining rooms,were,0.0,nice and service good,,positive,positive,neutral,neutral,0.595943,0.823461,0.0,be,0.0,be,past,dining room,dining,1
857,253952,good,food,was,0.0,ok to good but not outstanding,,neutral,negative,neutral,neutral,0.0,-0.603755,0.0,be,0.0,be,past,food,food,1
858,253952,good,the inca buffet,was,0.0,heaving a lot of the time,,positive,negative,neutral,neutral,0.339285,-0.727266,0.0,be,0.0,be,past,buffet,food,1
859,253952,good,the inca buffet,was heaving,0.0,a lot of the time,,positive,neutral,negative,neutral,0.339285,0.0,-0.672953,heave,0.0,be heave,past,buffet,food,1
860,253952,good,the inca buffet,had,0.0,a good range of food,,positive,positive,neutral,neutral,0.339285,0.652992,0.0,have,0.0,have,past,buffet,food,1
873,253952,good,we,wanted,0.0,to relax on the ship,,neutral,positive,negative,neutral,0.0,0.43976,-0.545001,want,0.0,want,past,ship,ship,1
892,220439,good,my usual entertainment,is,0.0,tent camping,,positive,neutral,neutral,neutral,0.250829,0.0,0.0,be,0.0,be,present,entertainment,entertainment,1
911,220439,good,i,love,0.0,the people,,neutral,neutral,positive,neutral,0.0,0.0,0.587138,love,0.0,love,present,people,people,1
925,220439,good,the life boats,were hung,0.0,above,,neutral,positive,negative,neutral,0.0,0.320649,-0.401043,hang,0.0,be hang,past,boat,ship,1
933,220439,good,them,seeing,0.0,as real people,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,see,0.0,see,present,people,people,1
940,250285,bad,the ship,was,0.0,nice,,neutral,positive,neutral,neutral,0.0,0.577905,0.0,be,0.0,be,past,ship,ship,1
941,250285,bad,almost everything on this ship,was,0.0,catering to the french and europeans,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,past,ship,ship,1
945,250285,bad,in general the food,was,0.0,subpar most of the buffet foods,,neutral,negative,neutral,neutral,0.0,-0.577232,0.0,be,0.0,be,past,buffet,food,1
946,250285,bad,most of the buffet foods,were,0.0,warm at best,,positive,positive,neutral,neutral,0.637927,0.831661,0.0,be,0.0,be,past,buffet,food,1
951,250285,bad,the waiter,asked,0.0,for the card,,positive,neutral,neutral,neutral,0.314981,0.0,0.0,ask,0.0,ask,past,waiter,dining,1
986,248624,good,we,decided,0.0,to try this beautiful ship,,neutral,positive,neutral,neutral,0.0,0.450929,0.0,decide,0.0,decide,past,ship,ship,1
987,248624,good,we,decided to try,0.0,this beautiful ship,,neutral,positive,neutral,neutral,0.0,0.460542,0.0,try,0.0,decide to try,future,ship,ship,1
988,248624,good,we,enjoyed,0.0,the elegance and entertainment on the celebrity silhouette,,neutral,positive,positive,neutral,0.0,0.802598,0.699407,enjoy,0.0,enjoy,past,entertainment,entertainment,1
994,248624,good,the ceilings in the public areas,are,0.0,not as high as the solstice class,,neutral,negative,neutral,neutral,0.0,-0.468309,0.0,be,0.0,be,present,public areas,ship,1
996,248624,good,the access around the ship,is,0.0,great,,neutral,positive,neutral,neutral,0.0,0.604214,0.0,be,0.0,be,present,ship,ship,1
998,248624,good,theatre,to see,0.0,the first show and then enjoy all the entertainment and live music on the 7th deckthe luna,,neutral,positive,positive,neutral,0.0,0.713349,0.304301,see,0.0,to see,future,entertainment,entertainment,1
999,248624,good,all the entertainment and live music on the 7th deck,enjoy,0.0,,,positive,neutral,neutral,neutral,0.388717,0.0,0.0,enjoy,0.0,enjoy,present,entertainment,entertainment,1
1004,248624,good,we,feel,0.0,we received hundreds of dollars worth of entertainment,,neutral,positive,neutral,neutral,0.0,0.597319,0.0,feel,0.0,feel,present,entertainment,entertainment,1
1006,248624,good,we,have,0.0,always selected my time dining,,neutral,positive,neutral,neutral,0.0,0.473471,0.0,have,0.0,have,present,time,time,1
1007,248624,good,we,selected,0.0,my time dining,,neutral,positive,neutral,neutral,0.0,0.442495,0.0,select,0.0,select,past,time,time,1
1009,248624,good,my time dining and a table for 2 but enjoyed the couple we met and didn't have to reserve,wait,0.0,in line,,positive,negative,neutral,neutral,0.394889,-0.245397,0.0,wait,0.0,wait,future,table,dining,1
1011,248624,good,presentation and flavour and our waiters,would bring,0.0,more or change our plate,,positive,neutral,neutral,neutral,0.594633,0.0,0.0,bring,0.0,would bring,future,waiter,dining,1
1016,248624,good,the main dining rooms,are,0.0,open everyday,,neutral,positive,neutral,neutral,0.0,0.224036,0.0,be,0.0,be,present,dining room,dining,1
1017,248624,good,the 14th floor buffets,had,0.0,more selection,,neutral,positive,neutral,neutral,0.0,0.277573,0.0,have,0.0,have,past,buffet,food,1
1018,248624,good,more selection and most of the tables,had,0.0,water views,,positive,neutral,neutral,neutral,0.421034,0.0,0.0,have,0.0,have,past,table,dining,1
1029,248624,good,the entertainment staff,worked,0.0,with lots of activities games dances,,positive,positive,neutral,neutral,0.59758,0.325438,0.0,work,0.0,work,past,entertainment,entertainment,1
1030,248624,good,the entertainment staff,would convince,0.0,everyone,,positive,neutral,neutral,neutral,0.59758,0.0,0.0,convince,0.0,would convince,future,entertainment,entertainment,1
1056,101386,bad,the sheets being old and worn,were,0.0,symbolic of most things on the ship,,negative,positive,neutral,neutral,-0.506664,0.234925,0.0,be,0.0,be,past,ship,ship,1
1059,101386,bad,the number of entertainment venues and the number of staff,are,0.0,n't equipped for the number of guests,,positive,negative,neutral,neutral,0.44969,-0.328303,0.0,be,0.0,be,present,entertainment,entertainment,1
1060,101386,bad,the number of entertainment venues and the number of staff,equipped,1.0,for the number of guests,,positive,neutral,neutral,neutral,0.44969,0.0,0.0,equip,0.0,equip,future,entertainment,entertainment,1
1071,101386,bad,the food we received on our budget flight to and from barcelona,was,0.0,comparable,,negative,neutral,neutral,neutral,-0.374454,0.0,0.0,be,0.0,be,past,food,food,1
1082,227785,bad,priority boarding,were denied,0.0,we,,positive,neutral,negative,neutral,0.28164,0.0,-0.624235,deny,0.0,be deny,past,board,ship,1
1084,227785,bad,we,found,0.0,that the lifeboat drill had already taken place at 17h30 even though over 200 passengers had still not embarked,,neutral,negative,neutral,neutral,0.0,-0.269184,0.0,find,0.0,find,past,boat,ship,1
1085,227785,bad,the lifeboat drill,taken,0.0,place,,neutral,positive,neutral,neutral,0.0,0.279888,0.0,take,0.0,take,past,boat,ship,1
1086,227785,bad,200 passengers,had,0.0,,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,have,0.0,have,past,passengers,people,1
1087,227785,bad,over 200 passengers,embarked,1.0,,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,embark,0.0,embark,past,passengers,people,1
1102,227785,bad,the ship docks and in some cases taxis,are not allowed to enter,0.0,the docks,,negative,neutral,negative,neutral,-0.201967,0.0,-0.532536,enter,0.0,be not allow to enter,future,ship,ship,1
1109,227785,bad,passengers booking in s africa this charge,is,0.0,collected before travel,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,present,passengers,people,1
1112,227785,bad,purchases made from the mini bar on board shops ice cream parlour etc,including,0.0,board,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,include,0.0,include,present,board,ship,1
1113,227785,bad,purchases,made,0.0,from the mini bar on board shops ice cream parlour etc,,positive,neutral,neutral,neutral,0.242368,0.0,0.0,make,0.0,make,past,board,ship,1
1129,80753,bad,unbelievable msc,does,0.0,not skip it for a steak restthe food in the main restaurant and buffet lunch on deck 13,,positive,neutral,neutral,neutral,0.525617,0.0,0.0,do,0.0,do,present,buffet,food,1
1147,99840,bad,the msc port everglades terminal,is,0.0,rudimentary with portable wall partitions and a painted concrete floors,,neutral,positive,neutral,neutral,0.0,0.30416,0.0,be,0.0,be,present,table,dining,1
1151,99840,bad,too many tight alleys,result,0.0,in lineups of people everywhere particularly in the cafeteria restaurant,,negative,negative,neutral,neutral,-0.310225,-0.296295,0.0,result,0.0,result,present,people,people,1
1152,99840,bad,the ship,was,0.0,just too loaded,,neutral,positive,neutral,neutral,0.0,0.274139,0.0,be,0.0,be,past,ship,ship,1
1157,99840,bad,our stateroom,had,0.0,all the old rings of drinks and glasses on side tables desks and all surfaces upon arrival and during the cruise,,positive,neutral,neutral,neutral,0.396754,0.0,0.0,have,0.0,have,past,table,dining,1
1161,99840,bad,the food,was,0.0,always cold,,neutral,negative,neutral,neutral,0.0,-0.30604,0.0,be,0.0,be,past,food,food,1
1163,99840,bad,the 2only beverage stations with a coffee machine and a juice distributor btw also outoforder for the whole clientele onboard,are,0.0,,,positive,neutral,neutral,neutral,0.823314,0.0,0.0,be,0.0,be,present,board,ship,1
1166,99840,bad,we,found,0.0,the most people going out of patience,,neutral,positive,neutral,neutral,0.0,0.532115,0.0,find,0.0,find,past,people,people,1
1167,99840,bad,the dining room,was,0.0,fine with the fixed seating,,positive,positive,neutral,neutral,0.535165,0.761212,0.0,be,0.0,be,past,dining room,dining,1
1168,99840,bad,we,met,0.0,very nice people,,neutral,positive,neutral,neutral,0.0,0.723629,0.0,meet,0.0,meet,past,people,people,1
1175,99840,bad,we,heard,0.0,awfull critics from other cuisers and people at our fixed seating table,,neutral,negative,negative,neutral,0.0,-0.332545,-0.252757,hear,0.0,hear,past,table,dining,1
1182,99840,bad,the daytoday animations at the pool,feeling,0.0,kinda basic to make the people do the shows with karaoke lineup dancing and little play tricks like passing the ball to the next one,,negative,positive,negative,neutral,-0.215214,0.626409,-0.500496,feel,0.0,feel,past,people,people,1
1183,99840,bad,the people,to make,0.0,do the shows,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,make,0.0,to make,future,people,people,1
1194,227230,good,i,were,0.0,apprehensive about being stuck on a boat,,neutral,negative,neutral,neutral,0.0,-0.729291,0.0,be,0.0,be,past,boat,ship,1
1195,227230,good,i,being,0.0,stuck on a boat,,neutral,negative,neutral,neutral,0.0,-0.641436,0.0,be,0.0,be,past,boat,ship,1
1216,227230,good,the head waiter and all the waiting staff,were,0.0,excellent,,neutral,positive,neutral,neutral,0.0,0.689352,0.0,be,0.0,be,past,waiter,dining,1
1217,227230,good,allinall the ship,was,0.0,great and well worth the money,,positive,positive,neutral,neutral,0.517317,0.917869,0.0,be,0.0,be,past,ship,ship,1
1222,93325,good,this,was,0.0,rapidly sorted out on board,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,past,board,ship,1
1223,93325,good,this,sorted,0.0,on board,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,sort,0.0,sort,past,board,ship,1
1224,93325,good,our category 11 cabin,was,0.0,clean and comfortable with good quality balcony furniture,,neutral,positive,neutral,neutral,0.0,0.956252,0.0,be,0.0,be,past,table,dining,1
1226,93325,good,all the public rooms on the ship,were,0.0,very stylish and spotlessly clean,,neutral,positive,neutral,neutral,0.0,0.904787,0.0,be,0.0,be,past,ship,ship,1
1228,93325,good,you,need,0.0,to be patient when it comes to language as this is not primarily an english speaking ship,,neutral,negative,negative,neutral,0.0,-0.245154,-0.446858,need,0.0,need,future,ship,ship,1
1230,93325,good,we,were,0.0,impressed by how many languages most staff spoke we are not used to waiters who have a reasonable knowledge of four or five languages on top of their own,,neutral,positive,neutral,neutral,0.0,0.69557,0.0,be,0.0,be,past,waiter,dining,1
1231,93325,good,by how many languages most staff spoke we are not used to waiters who have a reasonable knowledge of four or five languages on top of their own,were impressed,0.0,we,,positive,neutral,positive,neutral,0.533727,0.0,0.487409,impress,0.0,be impress,past,waiter,dining,1
1232,93325,good,we,used,1.0,to waiters who have a reasonable knowledge of four or five languages on top of their own,,neutral,positive,neutral,neutral,0.0,0.546639,0.0,use,0.0,use,past,waiter,dining,1
1233,93325,good,waiters,have,0.0,a reasonable knowledge of four or five languages on top of their own,,neutral,positive,neutral,neutral,0.0,0.763139,0.0,have,0.0,have,present,waiter,dining,1
1234,93325,good,the ship,was,0.0,organised regarding noisy and quiet areas,,neutral,positive,neutral,neutral,0.0,0.295666,0.0,be,0.0,be,past,ship,ship,1
1235,93325,good,the ship,was organised regarding,0.0,noisy and quiet areas,,neutral,positive,neutral,neutral,0.0,0.484464,0.0,regard,0.0,be organise regard,past,ship,ship,1
1240,93325,good,the food in the buffet,was,0.0,the best quality,,neutral,positive,neutral,neutral,0.0,0.800469,0.0,be,0.0,be,past,buffet,food,1
1241,93325,good,the main dining room maxims in our case,was,0.0,not so successful with food ranging from excellent to poor,,neutral,negative,neutral,neutral,0.0,-0.693243,0.0,be,0.0,be,past,dining room,dining,1
